period,tsin_id,sku,product_title,average_selling_price,success_fee,fulfilment_fee,total_claim_value,opening_balance,shipment_received,returns_received_into_goodstock,lost_in_transit_returns_found,other_inflow,total_inflow,shipped_to_customer,removal_orders_collected,removal_orders_disposed,other_outflow,total_outflow,closing_balance,stock_in_transit,removal_orders_awaiting_collection_or_being_processed,return_removal_orders_collected,returns_removal_order_disposed
The recon month in the format YYYYMM.,Takealot's unique product identifier.,Stock Keeping Unit - your internal product identifier.,The product title as shown on the product display page.,An average of your selling price for the last 3 months. This is the selling price used to calculate any losses owed to you.,"The success fee covers the referral fee, transactional costs, customer support, and platform support. It is calculated as percentage of your average selling price and used to calculate any losses owed to you. This amount is deducted from your claim when you are paid for losses owed to you.",The fulfilment fee for the product based on the fulfilment fee rate and product dimensions/weight at the point this report was generated. It is deducted from your payout based on the average selling price of the product when you are paid for losses owed to you.,"The amount you need to include on your invoice to Takealot to claim for lost stock. It is calculated by taking the average_selling price of an item, subtracting both the success_fee and the fulfillment_fee, and then multiplying the result by the other_outflow value. This final figure is what you will charge Takealot.","Total qty in all of Takealot's warehouses at the beginning of the period. This includes the qty buyable on takealot.com, being prepared for customers, in a receiving process into a Takealot warehouse or in a removal order before it is collected/disposed. It excludes any stock that has arrived at a Takealot warehouse, but has yet to be received into our system.",Qty received via shipments or is in the process of being received at a Takealot warehouse.,Qty received via returned stock that has been evaluated and put back into buyable stock.,Qty received back into the Takealot warehouses that were previously thought to be Lost in Transit.,Other increases in the period (e.g. stock found).,Total increase to the qty in Takealot's warehouses during the period. This is the sum of all inflow columns.,Qty shipped to customers in the period.,Qty collected by you in the period for good stock removal orders.,Qty prepared for you for good stock removal orders that has been disposed in the period due to non collection by you as per the seller T's&C's.,Other decreases in the period (e.g. stock lost). Please refer to the Seller Portal Knowledge base for more information on how to claim for stock losses.,Total decrease to the qty in Takealot's warehouses during the period. This is a sum of all outflow columns.,"Total qty in all of Takealot's warehouses at the end of the period. This includes the qty buyable on takealot.com, being prepared for customers, in a receiving process into a Takealot warehouse or in a removal order before it is collected/disposed. It excludes any stock that has arrived at a Takealot warehouse, but has yet to be received into our system.",Total qty in transit between Takealot warehouses.,Qty requested and prepared for removal orders submitted or awaiting collection by you. This does not include bad stock removal orders.,Qty collected by you in the period for bad stock removal orders,Qty prepared for bad stock removal orders that has been disposed in the period due to non collection by you as per the seller T's&C's.
202408,43920567,C89M169,HP Laptop Charger,253.71,29.18,48.3,0,11,10,3,0,1,14,15,0,0,0,15,10,0,0,0,0
202408,43920571,c40-m110-1-,Display Port to HDMI - Black,109.17,8.79,48.3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
202408,44869805,C50M120^*,Mop  Broom & Sports Equipment Organizer Wall Mount,159.21,27.46,48.3,0,5,0,0,0,0,0,0,4,0,0,4,1,0,0,0,0
202408,45061444,c250m360-c88,Mini Air Hockey Table,490,67.62,48.3,0,0,6,0,0,0,6,4,0,0,0,4,2,0,0,0,0
202408,47349224,C170-M290*,Double Cereal Dispenser,398,68.66,48.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
202408,47531258,C90-m170@,Miracle Defrosting Tray - Defrost in Minutes,250,43.13,48.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
202408,47676192,~c140--m230-=,Marble Rolling Pin with Wooden Handles,280,48.3,48.3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
202408,47743181,c30m100--1DNS,Digital Stainless Cooking Thermometer,138,23.81,48.3,0,3,7,0,0,0,7,6,0,0,0,6,4,0,0,0,0
202408,47866734,c155m220*,Fine Living - Car Vacuum - Wet and Dry Multi-function,350,40.25,48.3,0,0,7,0,0,0,7,3,0,0,0,3,4,0,0,0,0
202408,49749956,~c65-m145*(,Jamie Oliver - Mini Muffin Tray - 24 Holes,215.71,37.21,48.3,0,4,2,0,0,0,2,6,0,0,0,6,0,0,0,0,6
202408,49772041,c300m420--1-2,Kitchen Set with Lights & Sound,471.07,65.01,54.05,0,2,18,0,0,0,18,14,0,0,0,14,6,0,0,0,0
202408,49966862,C240M350--2,Table Top Pool Table Set (181230),410,61.3,48.3,0,2,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0
202408,50698189,c880m1100-dra-3,21 Piece Stainless Steel Cookware Pot Set - 7 Layer Capsuled Bottom ,1799,310.33,69,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
202408,50699913,--c100m180-1-6,Rotating Spin Mop & Bucket with 2 Microfiber Heads - Green,240,22.08,138,0,1,3,0,0,0,3,2,0,0,0,2,2,0,0,0,0
202408,50702526,c150m240--1-c98,Handbag & Belt Rack,510,87.98,48.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
202408,50804926,c70m150>afriproDNS,Joseph Joseph - EasyStore Bathroom Caddy,176.6,30.46,34.5,0,14,14,0,0,0,14,20,0,0,0,20,8,0,3,0,0
202408,50805702,c100M180.,Joseph Joseph - Drawer Store Compact 2-Tier Knife Organiser,434,74.87,48.3,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
202408,51014672,C140M230>>3,Electric Chocolate Melting Pot with Accessories,310,35.65,63.25,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
202408,51549456,*C60-M140*,Copper Chef - Bake & Crisp Pan - Large,300,51.75,48.3,0,4,0,0,0,0,0,0,1,0,0,1,3,0,4,0,1
202408,51554095,c450m600*,Dell Inspiron 3421 3521 3537 2521 3449 3445 Battery,650,74.75,48.3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
202408,52030634,C32-95M#,Multi-Coloured Heat Free Roller Set,160,18.4,34.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
202408,52183202,c87m170**,"19.5V, 3.34A Size Dell Labtop Charger - Big Pin",190,21.85,48.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
202408,52365777,c48m118-a10-1,Car Vacuum Cleaner - 12v,182.63,21,48.3,0,11,5,0,0,0,5,4,0,0,0,4,12,0,0,0,0
202408,52366589,c110m190-a10-2,Aromatherapy Essential Oil Diffuser & Humidifier,254,29.21,48.3,0,4,1,0,0,0,1,1,0,0,0,1,4,0,0,0,0
202408,52366600,c65--m145-1,Colourful Wheat Straw Cups & 1.6L Kettle - 5 Piece,190,32.78,48.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
202408,52763793,C85M165-,Luna Magical Night Light,298.33,48.03,48.3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
202408,52943137,c80m2160*1,EHK - Potato & Fruit Press - Silver,210,36.23,48.3,0,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
202408,54857910,c300m420----12,"Battery for HP Compaq DV4, G60, CQ60 & CQ61",472.5,54.34,48.3,0,6,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0
202408,55011930,c80m160*1,USB-C to USB-C/HDMI/USB Port - Silver,200,20.7,48.3,0,5,0,0,0,0,0,2,0,0,0,2,3,0,0,0,0
202408,55026040,c35m105,2.0 HDMI Extender Cat-5e/6 Full HD Supports 2K/4K,129,10.38,48.3,0,3,1,0,0,0,1,3,0,0,0,3,1,0,0,0,0
202408,55154715,~c60-m120-~,Digital to Analog Audio Converter Toslink & Coaxial IN RCA Out,170,17.6,48.3,0,8,0,0,0,0,0,0,7,0,0,7,1,0,5,0,0
202408,55291496,c130m220,Tornado Lamp,270.73,46.7,48.3,0,6,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
202408,55484510,~c55-m125&^,Rectangular Baking Pan - 8 Cavity,210,36.23,48.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
202408,55532033,C65M145*3,10 in 1 Baby Care Kit - Blue,175,24.15,34.5,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0
202408,55645819,c245m355>>6,&Accessories Pest Repeller Solar Powered PIR Motion Sensor,415.2,57.3,48.3,0,5,12,0,0,0,12,10,0,0,0,10,7,0,1,0,0
202408,55705698,~c56-m126^&,Elements Hand Grip Strengthener - Adjustable Spring Resistance (2 pack),230,34.39,48.3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
202408,55706018,~V230-M340,Flip Advanced 4 In 1 Convertible Carrier,420,67.62,34.5,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
202408,55929682,C76M145-1--6,15cm Moon Lamp Night Light,195,33.64,48.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
202408,56001248,-c110--m190-2,Portable Silicone Collapsible Travel Electric Kettle,158,27.26,48.3,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
202408,56002969,C235M345-1-YOLEO,Shopping Cart/Trolley-Style Play Set - Pink,384.23,53.02,48.3,0,3,7,0,0,0,7,6,0,0,0,6,4,0,0,0,0
202408,56457841,c70m150-b19-7,"Simple Blender, Smoothie Maker, USB Rechargeable Portable Blender - Blue",215,24.73,63.25,0,12,0,0,0,0,0,0,3,0,0,3,9,0,0,0,0
202408,56865917,c250--m350-1*-2,Nail Dust Collector,420,67.62,34.5,0,0,2,0,0,0,2,1,0,0,0,1,1,0,0,0,0
202408,57507263,~c40-M110*f37,Portable Mini LED Photo Studio Shooting Box - 30cm,171,23.6,48.3,99.1,7,0,1,0,0,1,2,0,0,1,3,5,0,0,0,0
202408,57520356,~C240-m350-bbags,3 Layers Waterproof Makeup Bag Travel Cosmetic Case - Red,403.33,55.66,34.5,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2
202408,57535945,C32M92#1DNS,Digital LCD Temperature Thermometer Humidity Meter Clock,117.85,13.55,63.25,0,3,8,0,0,2,10,6,0,0,0,6,7,0,0,0,0
202408,57536829,c60-m140-1,COB Solar Power Motion Sensor Wall Light ( Pack 2 ),190,24.04,48.3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
202408,57543483,~c40-m110~ f37,Photo Studio Light Box - Medium (30cm),157.83,18.15,48.3,91.38,11,5,0,0,0,5,8,0,0,1,9,7,0,2,0,0
202408,57584723,c150m240/-2,"4"" Square Led Work Light Bar 27w Driving Pods Flood Beam Work Lamp for 2",310,35.65,48.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
202408,57585962,c140m230-11,Flexible Movable False Nail Trainning Practice Hand,280,45.08,34.5,0,2,6,0,0,0,6,4,0,0,0,4,4,0,0,0,0
202408,57588104,C50M120/C9898,5m Colour Changing RGB LED Strip Light,162,26.08,48.3,0,3,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0
202408,57684503,~c150-M240*&$3,Car Brake Clutch Pedal Anti Theft Adjustable Security Clamp Lock,350,44.28,48.3,0,3,10,0,0,0,10,5,0,0,0,5,8,0,0,0,0
202408,58029942,c250m350-dra-2,8 Piece Stainless Steel Cookware Set,399.86,68.98,48.3,0,18,3,0,0,0,3,1,0,0,0,1,20,0,0,0,0
202408,58037071,C100M180-1-2,Mini Air Conditioner USB Portable Office Home Desk Personal Cooling Fan,399,45.89,63.25,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
202408,58069230,c75-m155-1,Yoga Socks 3 Set - Namaste,270,46.58,48.3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
202408,58154467,c350m480##,"Battery for Acer Aspire 5742G, TravelMate 4370 (AS10D51 & AS10D81)",520,59.8,48.3,0,8,3,0,0,1,4,5,0,0,0,5,7,0,3,0,0
202408,58313883,c140m230*.-1-1,Women Electric Shaver (Rechargeable),260,29.9,34.5,0,2,9,0,0,0,9,6,0,0,0,6,5,0,0,0,0
202408,58316975,c1000m1260-dra,19 Piece High Quality Stainless Steel Cookware Set,1330,229.43,138,0,0,2,0,0,0,2,1,0,0,0,1,1,0,0,0,0
202408,58791801,c300m420/shop,"Battery for HP 240 G2, 250 G3, HP 15-D Series, 15-r Series (740715-001)",501.39,57.66,48.3,0,15,0,0,0,0,0,1,0,0,0,1,14,0,1,2,0
202408,59056885,~C155-M245,DHAO-Multifunction Portable Travel Organizer Charger Cable Storage Bag Case,295,50.89,48.3,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
202408,59370929,~C300-m420*_,Iconix PU Leather 3-Layer Crocodile Print Cosmetic Case - Black,592.86,81.81,34.5,0,10,0,0,0,0,0,0,7,0,0,7,3,0,7,0,0
202408,59377569,~C40-M110**7,Synergy360 Photo Studio Light Box - 30 cm,160,22.08,48.3,89.62,20,0,0,0,0,0,0,4,2,1,7,13,0,1,0,0
202408,59381897,C85-M160@@3,DHAO-Mini USB Personal Space Air Cooler Ultra Fan Humidifier Purifier,280,35.42,48.3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
202408,59472838,C130M220*-*-2-b19,Jumbo potato cutter,225.67,38.93,48.3,0,3,2,0,0,0,2,3,0,0,0,3,2,0,0,1,0
202408,59473104,c250m360-c88-2-1-3,Mini Air Hockey Table Tabletop Games for Kids,515,71.07,48.3,0,0,4,0,0,0,4,2,0,0,0,2,2,0,0,0,0
202408,59611380,C140-M220*3,Children Coin Bank-Blue,210,28.98,48.3,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
202408,60809092,~c150-M240-~1,Miraculous Ladybug Costume - 36 - 48 months,350,48.3,48.3,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
202408,60809093,~c150-M240-~2,Miraculous Ladybug Costume - 5-6 years,350,48.3,48.3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
202408,60809094,~c150-M240-~3,Miraculous Ladybug Costume - 7-8 years,350,48.3,48.3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
202408,61989426,C480M600#15Pc,15 Piece Stainless Steel Cookware Set,649,111.95,48.3,488.75,11,0,0,0,0,0,0,10,0,1,11,0,0,0,0,0
202408,62103296,c50m120m***,DHAO-Kitchen Drawer Organizer Tray For Knives Storage Box Knife Block,170,29.33,48.3,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
202408,62218786,c99m179-bella,Large Closet Organizer Storage Bags for Bedding Blankets Clothing-3 - Pack,230,39.68,48.3,142.03,28,0,0,0,0,0,2,0,0,1,3,25,0,0,0,0
202408,62253137,~c120--m210~!111,Large Shopping Trolley Bag Push Tote Foldable Grocery Luggage–Black,290,50.03,63.25,176.73,2,2,0,0,0,2,0,0,0,1,1,3,0,0,0,0
202408,62253334,-c25m95*-*-3,Medium Inflatable Safety Swimming Vest - Yellow,230,31.74,48.3,0,0,2,0,0,0,2,1,0,0,0,1,1,0,0,0,0
202408,63680647,c260m380...1,ZYS- Kids 3 Piece Play Tent with Ball Pit and Hoop – 50 Balls included,550,75.9,48.3,0,0,4,0,0,0,4,3,0,0,0,3,1,0,1,0,0
202408,63685041,~C210-M310-#1,Nuovo - 4-in-1 Nappy Bag Travel Back Pack  Diaper Bag - Red,360,57.96,34.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
202408,63711948,@C210-M310-!1,Multi-Function Travel Baby Bed & Bag - Pink,450,72.45,34.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
202408,63720972,c350m468*#*,"Battery for Dell Inspiron 13R, 14R, 15R, N5010, N7010, Vostro 1540 (J1KND)",500,57.5,48.3,0,7,0,0,0,0,0,0,1,0,0,1,6,0,1,0,1
202408,63933969,~c^40-m110-^,5W USB Mosquito Killer Insect  LED UV Light Anti Bug Zapper Trap Lamp,176,28.34,34.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
202408,64221257,c80m160-b19-2,Reflexology Foot Massage Shoes Black Size: 5,240,27.6,48.3,0,1,3,0,0,0,3,2,0,0,0,2,2,0,0,0,0
202408,65857276,C15M85->>1,Portable Cashmere Lint Remover Clothes Fuzz Fabric Shaver Brush Tool,135,23.29,48.3,0,3,3,0,0,0,3,2,0,0,0,2,4,0,0,0,0
202408,67347729,C40-M110*,USB Mosquito and Fly Killer,149,20.56,48.3,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0
202408,68689778,~c45--m115..f37,Wooden Baseball Bat,165,22.77,48.3,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
202408,68690029,c280m390--113,Adjustable Laptop Desk,300,34.5,48.3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
202408,68713605,c120m210>`11,3 Seater Couch Cover,248.67,42.9,48.3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
202408,69018046,c60m120*8,Upbeat 20L Portable Outdoor Camping Solar Heated Shower Bag,190,32.78,48.3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
202408,71337359,c100m180//c88,Glass Spice Dispenser Bottles,300,51.75,48.3,0,0,3,0,0,0,3,2,0,0,0,2,1,0,0,0,0
202408,71338861,-C140M230*3,3D Printing Pen - Blue,280,38.64,48.3,193.06,3,0,0,0,0,0,0,0,0,1,1,2,0,5,0,0
202408,71338864,-C140M230*1,3D Printing Pen - Purple,280,38.64,48.3,0,5,0,0,0,0,0,0,2,0,0,2,3,0,4,0,0
202408,71467716,250c-m350-1,Solar Lighting System Kit (Black),400,50.6,48.3,0,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
202408,71713372,c140m230-c98/b44-4,Optic Protection Car Cover XL - Grey,276,31.74,48.3,0,1,9,0,0,0,9,4,0,0,0,4,6,0,0,0,0
202408,71795948,C80-210#7,Replacement AC Adapter For HP 450 G6 HP 440 G6,230,31.74,48.3,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0
202408,71796047,c80m160#**,Replacement Ac Adapter For Dell Inspiron 15 3580,213.7,29.49,48.3,0,1,14,0,0,0,14,9,0,0,0,9,6,0,0,3,1
202408,72010182,~c40-m110-~!,Women's Zip & Clip Corsets Waist Trainer Body Shaper Vest - (Size: XL),180,26.91,48.3,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1
202408,72082022,$!c100-m180~1,Garden Solar Water Fountain,218,35.1,48.3,0,0,4,0,0,0,4,3,0,0,0,3,1,0,0,0,0
202408,72082023,c80--m-160-3,Round Solar Fountain Solar Powered Floating Fountain Water Fountain Pump Outdoor Garden Pond Pool Decoration,210,33.81,48.3,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
202408,72134484,C30-M90,Professional RJ45 RJ 11  LAN USB Cable Tester Networking Tool,146.25,11.77,48.3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
202408,72187454,~C110-m190^)(f37,Totland Peek-A-Boo Singing Elephant - Blue and Grey,250,40.25,34.5,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
202408,72400665,c80-160-1,2 Pack Digital Temperature And Humidity Thermometer Indoor Clock,199,34.33,48.3,0,3,5,0,0,0,5,4,0,0,0,4,4,0,0,0,0
202408,72431598,c125m215---1,Solar Sound & Light Alarm Motion Sensor,290,33.35,48.3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
202408,72455890,c70m150-b19-1,Redisson Rechargeable Fruit Blender And Smoothie Maker With USB Port,270,31.05,63.25,0,2,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0
202408,72460747,c250-350-1-@1,Robotic Massage Cushion with Soothing Heat,400,50.6,48.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
202408,72467399,c230m340--b19-1,Atttw-Frying Pan 5 in 1 Magic Grill Pan Master Pan Non-Stick,360.78,62.23,48.3,0,1,9,0,0,0,9,3,0,0,0,3,7,0,0,0,0
202408,72483666,~c10-m80---,Durag Kings - Durag - White - Genuine Silk,150,20.7,34.5,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
202408,72483679,~c10-m80---^`,Durag Kings - Durag - Matte Finish - White,115,15.87,34.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
202408,72572385,!@C200-M300-1,"Massager of Neck Kneading, Neck Shoulder Massager",350,40.25,48.3,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,1
202408,72845716,~c10-m80---^,Durag Kings - Durag - White - Matte Finish,120,16.56,34.5,0,1,4,0,0,0,4,3,0,0,0,3,2,0,0,0,0
202408,72849104,c150m240-t20-1,24cm Aluminum Non-Stick Frying Pan Stone Marble Coating - Black - 28 cm 24.0 cm,290,50.03,48.3,0,0,2,0,0,0,2,1,0,0,0,1,1,0,0,0,0
202408,72894135,C50M170-3,3 Ports HDMI Switch,220,22.77,48.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
202408,72923342,C80-M160,USB 3.1 Type-C To HDMI +USB 3.0 +PD Type-C USB Type-C HDMI,217.8,17.53,48.3,151.97,7,0,0,0,0,0,0,0,0,1,1,6,0,7,0,0
202408,72970053,~1c50-m120~!@,Electric Mosquito Zappers USB Rechargeable Mosquito Lamp Insects Killer,170,23.46,48.3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
202408,72979194,c150m240><><2,Face Steamer Pro - Purple,290,46.69,34.5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
202408,73025232,c80m160*2,USB 3.1 Type C to USB 3.0 + HDMI + Type C 3 in 1 Charging Adapter - Silver,199,32.04,48.3,0,9,0,0,0,1,1,4,0,0,0,4,6,0,0,0,0
202408,73607970,C60M140#,Patio Mist Cooling Kit - 10M,170,19.55,63.25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
202408,73750325,C9-m79-)@2,Heel Protector - Anti Crack - Silicone,129,17.8,34.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
202408,73787755,c75-m190,Vanity mirror lights,239,38.48,34.5,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0
202408,73830518,c195m295--5,Stainless Steel Pasta Making Machine For Home Purpose - 150 mm,600,69,63.25,0,0,2,1,0,0,3,1,0,0,0,1,2,0,0,0,0
202408,73830596,~^*c30-m100-(),Kitchen Dough/Pastry Cutter Mold,150,25.88,48.3,0,2,3,0,0,0,3,2,0,0,0,2,3,0,0,0,0
202408,73852586,~c250-m360-~111,Optic 5 in 1 retrangular frying pan-Black,450,77.63,48.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
202408,73855268,c400m540..-8,Amazing Makeup Kits with LED Light,550,88.55,34.5,0,0,2,0,0,0,2,1,0,0,0,1,1,0,0,0,0
202408,73858213,c140-m230-..,Spray and Splash Kids Outdoor Garden Sprinkle Mat Water Toy - 1.72m,280,38.64,48.3,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0
202408,73899887,"c50m120*1Dl;,[p]",Audio Converter Digital to Analog,178.81,18.51,48.3,0,5,16,0,0,1,17,14,0,0,0,14,8,0,3,2,0
202408,73901248,c150m240..--1,Intelligent Hula Hoop,320,47.84,48.3,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
202408,73901655,c180--m280**,Set Of 4 Mini Salt & Pepper Grinders,320,55.2,48.3,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0
202408,73901925,c120m210>6,Hanging Scale 100kg,500,86.25,48.3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
202408,73939140,C140M230*-4,"Relax & Spin Tone Slimming, Toning and Relaxing Massager",275.09,41.13,48.3,0,9,11,0,0,2,13,11,0,0,0,11,11,0,0,0,0
202408,73940899,9902156819813,"4 Piece Decadent Glass Jar Canisters - Coffee, Sugar, Tea and Pasta Storage - White / Transparent",260,44.85,48.3,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
202408,73943883,C200M300#*,Neck and Shoulder Shiatsu Kneading  Massager,380,43.7,34.5,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
202408,73985064,~c90-m170*%,Fine Living Defrost Tray - Medium,173,19.9,63.25,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,0
202408,74001308,c48m115--1,Sink Tidy Set Kitchen Utensils Dishes Cleaning Brush with Sponge Holder,164,28.29,34.5,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
202408,74008968,~c55-m125^^^^^,Sparkly Pink Muffin Tray 12 Cup Non-Stick,175,30.19,48.3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
202408,74043963,~C45-M115~!,Zatech Converter AV2 HDMI,200,20.7,48.3,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
202408,74058476,~C140-230_1,4 Piece Broad Glass Condiment set in Polished Steel with Metal Rack & Scoops,277,47.78,48.3,0,2,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0
202408,74105677,C80M160#1,"USB C to HDMI Adapter, USB 3.1 Type-C Hub to HDMI",219,17.63,48.3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
202408,74199022,~c15-m85()--,Waterproof Silicon Shoe Cover - Black,150,25.88,48.3,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0
202408,74201298,c145m225-1,45W Type-C Power AC Adapter Charger - Black,290,33.35,48.3,0,0,11,0,0,0,11,5,0,0,0,5,6,0,0,0,0
202408,74201576,~C110-m190!@,Jack Brown Music Singing Elephant Plush Toy - Pink and Grey,240,38.64,34.5,0,4,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0
202408,74214287,C220M320>>1,RKG - USB 3.0 Ultra Portable External  DVD Drive/Writer/Burner  (Black),470,54.05,48.3,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0
202408,74258052,c135m225-b44-2,Motion Lava Lamp Pink - H 40.5cm,309,53.3,48.3,0,3,3,0,0,0,3,2,0,0,0,2,4,0,0,0,0
202408,74262702,~*c110-190_1,"1080P Kids Camera with Microphone and 2"" Screen - Pink",236,32.57,48.3,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
202408,74267947,C45-M115-1,Mini Pocket Calibration 200G Digital Scale,193,33.29,48.3,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
202408,74280059,c240-m340-1,Maisonware 7 Airtight Pantry Food Storage Containers with Easy Lock Lids,500,86.25,48.3,0,6,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0
202408,74280084,"c140,m230-b44",Motion Lava Lamp - H 40.5cm - Blue,315,54.34,48.3,0,3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,0
202408,74281474,c320-m440-!b19dns,8PCS 100 LED Outdoor Solar Powered Light With Motion Sensor,476.58,54.81,48.3,0,7,10,0,0,0,10,9,0,0,0,9,8,0,0,0,0
202408,74282054,200-m300-==~$,Design Women Fashion Clutches Evening Bags-Silver,350,60.38,48.3,0,1,12,0,0,1,13,8,0,0,0,8,6,0,0,0,0
202408,74337626,c300m420>><!,LED Solar Powered LED Wall Light with Night sensor Pack Of 10,470,54.05,48.3,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,0
202408,74403585,C50M120-2-,Beauty Body Mobile Gym Smart Fitness Ems Fit Boot Toning,157,23.47,48.3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
202408,74404371,c165m260--1,1000X Zoom 3 in 1 1080P HD USB Digital Microscope Magnifier,350,28.18,48.3,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
202408,74404445,C80-160M,3D Moon Lamp,215,34.62,34.5,0,9,0,0,0,0,0,2,0,0,0,2,7,0,4,0,0
202408,74421012,C180-M270-2,Popcorn machine MJ,320,36.8,63.25,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
202408,74425436,~c170-m270__,Fascial Gun Massage & Recovery Device Black,330,41.75,48.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
